distance,magnitude,ra,dec,grvs_mag,x,y,z
314.83523278897644,5.174512282762851,48.10981175974319,6.660882342424615,4.0729275,162.83081973223747,181.54044711672688,28.47893576690452
368.29297978035424,5.451919834645221,44.26913576658498,4.501125525228609,3.3798056,211.2134345381473,205.8925473483446,23.219879651507025
254.77795564453345,4.800122762134706,41.33742169584141,4.7114504498852,5.6257663,133.01225018378716,117.00812971875726,14.600265750831777
273.4523666694479,4.925242434985016,45.46807230961405,5.336219193957437,4.9946938,139.80180770963463,142.10486817142308,18.619762142074283
259.97354821752987,4.835831392970997,44.05766181697293,8.38116469976781,5.356255,132.7355546991039,128.43964393429354,27.212634436182082
281.88655457027954,4.978975243509389,44.928756622077145,8.907313066231804,4.7562313,147.0591320730061,146.6938701441779,32.55444817316815
267.7944069282917,4.888259502972211,47.161619603691,8.47140235195367,5.0716376,132.60297944005154,143.00591696202426,29.046979235751845
236.884595813987,4.6713163149158206,47.66178887618479,11.872515688036836,5.984923,110.12637174748993,120.8652727905261,34.37550976282598
259.7294798609986,4.834169981334581,52.60189379567805,11.336366312512377,5.1332965,116.00737400902806,151.74174092612947,38.29284213659036
287.2631062884575,5.012395613376507,51.04231214101836,12.62950173067494,4.4874625,136.72166781638248,169.0923704752353,48.72368610915054
337.145553598558,5.295617151744567,38.96851868474252,5.593141310365199,3.8337135,201.8382557541513,163.26185482962507,25.422808370016412
294.0689013261706,5.0538142175989975,39.02838450657828,6.893339107578528,4.595589,167.81713932224685,136.03334949449234,26.116657845342722
278.53709095184604,4.9578313495693465,38.76719730257708,7.470469368702623,4.955243,156.01223102545592,125.29006211029954,26.237901458263607
392.1381316485588,5.562889329365415,43.44284397613784,9.335718309145488,3.105659,230.6897996096221,218.47949490286695,52.23335774639805
334.0865851269713,5.279494879465398,41.236830226139006,10.113961719979088,3.8211694,193.73799832814993,169.82489969240555,45.95625167313907
280.2684338675173,4.968792213316037,37.397324849783,9.565635854442906,4.906733,159.65754594723177,122.05559956173312,33.86720826127272
276.241882263216,4.9431952400305015,39.15926754825287,12.447251091150015,4.9418187,153.21644120385398,124.77900837475379,43.61566382398895
328.35983419981204,5.248911227460271,45.18428219833366,10.8702441952459,3.8571074,179.45622732516952,180.61433747936064,48.892973592470554
271.39127162282455,4.911859567016739,47.84125888774369,13.04791591368295,4.903622,133.34184112373754,147.2685372612202,46.04062710648805
292.9071889411111,5.046812577846019,46.598690564643306,13.186974198471711,4.4384303,150.72574738637914,159.38071244448722,51.39869555725754
246.8736892900526,4.744376435326696,41.1373966627468,15.311787711394173,5.7177916,127.04209889552067,110.97199171226615,46.18417484772996
273.98778970461194,4.928702478219879,46.16928473832952,15.85561411883447,4.830654,137.9070997054748,143.6539586217935,56.55840700394831
402.34401024994406,5.608336948361044,52.71832563316209,12.936672293685811,2.9179237,202.32169410904453,265.76147843057686,76.72372254058986
240.2837733168157,4.696518055077302,58.29252814021154,17.32695470319336,5.464742,91.81258305913461,148.61388769414503,54.49918894016232
257.01075474673866,4.815556911157762,54.85750238914934,16.536546632607877,5.076135,108.70547990836134,154.42864466302785,56.07157389402362
236.02601886955392,4.664893555955688,61.92552108068629,15.16268590666018,5.53187,82.11242759727311,153.9479114887532,47.28250165643818
256.4549072803714,4.811727205635261,63.130872980783856,17.27737247116718,4.8764462,88.49910274395842,174.67446954827966,60.90455629420165
296.51612864855787,5.068473589086304,61.997611440273474,17.339854178818506,4.064401,110.26740750635484,207.3619766673993,73.32911318069569
282.5723897845289,4.983273661261913,62.29202415440526,19.60907611819197,4.2879863,102.14568686772364,194.49307511534371,78.26536085601538
321.4675571105104,5.2113878443207895,65.5946947605691,20.82140529982512,3.5935807,107.4706939381044,236.85953037860983,98.91420607570322
266.1183658864759,4.877154037873977,64.31506301993932,20.578332998961216,4.573178,88.72748902655226,184.48620926056273,76.85850900768561
229.64725890502592,4.6164313594685265,64.85887727127862,21.14211470952081,5.5369744,71.56473323072021,152.4893407463864,65.14071462851278
239.6556492382459,4.691888062958071,64.59714069539021,21.57914659026752,5.224666,76.35189784152222,160.77601583689716,70.39418907282429
232.40277517191723,4.637529302132307,64.90307371343063,21.773306813382668,5.4337497,72.4897921463345,154.7707492574179,68.26505618723685
239.94879292367173,4.694050375100781,60.20380195133232,18.19387756746013,5.4043202,87.35108866312817,152.54707002071598,57.77477913688077
246.88631911060878,4.744466925673985,61.33523408583346,22.008324337407693,5.1011124,87.18277858992032,159.47534379570158,73.46266224427625
363.045549622667,5.426536033772187,61.17425004460124,22.08166969321299,3.1519465,141.74778433684585,257.5640008042515,119.26846631247909
258.35722216561766,4.824799643872085,53.53534931054166,17.83144865206094,5.049609,112.04355338023086,151.61371057671647,60.6418964462783
258.4358669680521,4.8253380057733715,55.94727319451872,19.66478829847926,4.9627175,106.25178678045687,157.21248227042412,67.80893825698728
299.4474208574061,5.0858741762890975,47.088132746406416,18.79498882407291,4.2363095,152.1528852285379,163.668010644303,76.05272905944928
274.8037810620181,4.933962644020108,48.478800065293285,18.97337549382683,4.7234592,132.71666733798762,149.89710797154444,68.83276365442283
373.6108805089031,5.477278186271775,47.90808720855174,19.726648284350475,3.1886644,197.88320950884386,219.0638386538981,105.85406861318016
268.4399673345743,4.892518461708839,48.72528453666189,21.04411908941896,4.8383145,127.24944762444092,144.97398492510666,74.21731720394233
328.77039022469194,5.251121480669859,50.68825067127788,20.742002979608355,3.6936738,160.4030272858306,195.8922321264415,95.88299694224082
263.287251804801,4.858235221976972,52.1107018138691,22.80351955319661,4.8701234,116.2468265643772,149.38317848763086,79.58160028109259
317.3096608696736,5.188360102642843,56.2190045645284,24.11313304360812,3.753167,135.21965924284933,202.1337191318334,108.85198681632045
310.6113731286347,5.150620595073635,56.45679586432521,24.36754142471917,3.8476026,130.81957052667096,197.3233649999867,107.23260584772717
238.81903617954882,4.685702387892853,56.20099235353907,24.28926774500748,5.433266,93.32129141007334,139.4069038393078,75.70835544138346
248.20663927791665,4.753901330844178,59.21732789669424,22.477466785802235,5.1110473,92.5256333103209,155.3199746331211,74.80268487549823
290.31249936654604,5.031073579773706,61.09029732357322,24.105949858002557,4.112954,107.28821687768232,194.27450430325948,99.30216848782365
264.89113846308925,4.868977969462918,59.3598987973704,24.461902028414737,4.6536846,99.68369542483266,168.2869938686542,88.98069411248116
229.41281851292766,4.614624668233187,56.47708455753871,24.55430537374798,5.7341256,87.60314365591587,132.23896912023204,72.47060030278855
293.68010747243187,5.051474041522928,57.02710661915562,24.988289708321943,4.110791,120.00073523407897,184.9764573012897,102.76197911258174
296.884190148879,5.070667877242384,51.07705522453495,24.72387555992421,4.149192,137.54080796771845,170.3165842610405,100.80170292105876
230.61412947806284,4.623863012492267,56.29068291043696,24.839057004118636,5.690879,88.49938250875721,132.65249023527724,73.8147468306248
367.14005275462574,5.446373832551394,30.64614481665244,13.476705728902814,3.4390895,243.2743684248719,144.13664079854573,67.76503379130313
343.4094371302629,5.328179348903646,33.26421874108002,15.279770283967611,3.713549,217.2026269389711,142.4813662929706,70.96512588585979
269.40385021571683,4.898858465794138,37.72681210472968,17.703490075606837,5.0592065,148.9326099016069,115.21956889994505,60.106479173364455
294.1907229119973,5.054546833263213,42.133895791770826,18.283646586571003,4.414115,159.52020159487824,144.30907368873676,71.07233438621398
254.47066992520766,4.797988078350045,34.53134052904975,19.9011413683676,5.498951,140.86669379539043,96.92848904590396,61.90240307342594
325.2993778000596,5.232347465877336,29.337913226409853,17.81746720132114,3.9910994,207.9459602278887,116.87483024164484,76.66698481262766
248.5117982133045,4.7560747167756965,27.045810289116645,16.95538312702917,5.8724933,145.07107204271,74.06356587430135,49.65981498841594
293.52411396767906,5.0505342352419245,30.927509239965115,18.25316032057009,4.5631304,178.52972512606195,106.96428938953757,68.6406396606897
390.46923356180287,5.555345227727633,32.65707215459212,19.500215887178268,3.126756,253.8168137746136,162.67908223180078,106.7593413269011
285.5443818984553,5.00178061717655,29.89935469019702,21.05850353678996,4.706254,171.90007964209946,98.84435366333135,76.34968751126044
342.53581702220185,5.323673730705881,23.70457724319588,18.46021938299748,3.7567449,231.18832273648079,101.50660731284223,84.28737236364437
311.4526998504317,5.155405252127768,25.62258568627586,20.26551918225611,4.226427,200.1328870206809,95.9846326510521,81.95366054104974
297.6394584032488,5.075162086773604,28.96271631200001,23.577277340236545,4.416234,181.57929951950817,100.49664210050183,90.5716466023453
290.01516675745034,5.0292610285409545,36.78002265239604,27.012058839589407,4.435938,160.86031501856047,120.25143699476068,102.38601546448702
297.2977037039848,5.07312989620374,33.15662595296719,24.16775846980903,4.3743854,174.60748329408602,114.07124540700792,93.59250786465034
299.55874968142155,5.086531678650372,29.481705461334,23.596004083756643,4.373299,182.4091754884948,103.1252730371219,91.52932893679821
267.8353293803863,4.888529785490535,30.914561966847025,25.935532384765605,5.0388055,153.11743550752507,91.6917572193234,86.79826428789283
261.1272027039166,4.843663448470966,33.94274668694491,25.782648699919744,5.185404,144.06015514926304,96.96049592878376,83.88130014530975
292.73472414023894,5.045770765931911,32.800188021108085,25.936920636956103,4.4412756,170.19882253332295,109.68644676584728,98.48102213874263
257.0492744026323,4.815821998840992,34.737508930378254,28.64267933716647,5.2258472,138.00784025058277,95.69488546248607,91.72593683270631
257.52259610356873,4.819076103255478,44.52286680706736,20.668593479550317,5.2137365,127.94704702983454,125.8336281357249,67.69847875626674
235.3855289688114,4.660087007521248,42.19155894094839,25.1880412349605,5.876395,114.09297755526144,103.4225702618555,72.4237269531087
236.64689007798472,4.669540442246992,45.47551741921558,26.46237697621078,5.7242827,109.66366068837091,111.49920970990868,77.84557219878971
266.0270665163837,4.876547080163103,50.10659402577866,25.66238714280984,4.792735,120.61973441637875,144.2933265730949,90.3591504178391
262.5899810758156,4.853544514976532,49.98235242241952,27.07080585966944,4.8539543,117.96092911071888,140.492457529673,93.75680659815355
286.78526445719126,5.009450806868502,50.549585762775145,27.607490343383805,4.304936,130.79504457914405,158.9471430591627,107.6466376218478
244.03502750612446,4.723919586567888,47.40319030320564,29.07702615538289,5.3766923,110.0177418903514,119.65676698888053,90.38735312441955
236.9474350331004,4.6717854818031395,48.835087165086215,30.556700652979096,5.534074,102.4232860671492,117.14184329098569,91.86555759575987
229.2340345802427,4.613245646608121,52.08640141551501,33.80729942498554,5.6304483,90.68079387337086,116.42759058086764,98.82010240206351
261.61603531041453,4.846971656842017,49.14662166540689,32.18363404590441,4.7957687,115.4384528951599,133.4851185066814,111.06343554515954
356.04347839285435,5.39208687863154,49.68262455972324,34.222617549318464,3.2349494,165.37968881233385,194.889192124505,173.8542880110256
257.11324281459355,4.81626213408366,40.17146536826516,27.06082376440173,5.1749816,131.4912754200716,111.00653877974038,87.91067275678031
272.4454605442667,4.918717155826224,40.86301884320913,27.707098597675948,4.756246,140.774533049397,121.78377449189055,97.75603217907542
362.4483900089267,5.423624125272749,41.978024427837525,29.24656343803326,3.2750237,198.05552873616153,178.19249749293084,149.18026666486736
309.31944344286006,5.143248052872677,43.92198573647365,31.04304388575729,3.9437728,156.48108942140178,150.70081111896164,130.75851704677362
294.49617649917644,5.056382449472464,36.8655860234277,31.801155590376656,4.267,159.3494312275675,119.49333797093037,123.49963364274285
266.1023141165503,4.877047340884101,39.17915873625732,31.607668885265618,4.856364,135.94172299005305,110.78904787944037,107.92022645434812
306.7157035575498,5.1282954886111085,40.37741465602351,34.516113033954774,3.9727137,158.00101421087206,134.36204506648684,142.63247306726564
391.3995116097693,5.559554433056634,38.94523284734285,34.68733260775787,2.9571114,216.2644462608214,174.78548335424819,192.4505595501862
252.78548216868654,4.786235218523899,44.32201654738285,31.934086690092425,5.1159325,118.67825813615823,115.90232630692678,103.39137891957738
332.3116644985701,5.270072358712685,44.765068361382745,35.18316029459311,3.5484588,163.53389915366685,162.1982820350353,162.3781359966768
286.0892640995862,5.005152759969688,47.84882211305597,38.06940369188151,4.1898875,126.09516740462558,139.30194896906025,147.16756927511523
264.3143691210416,4.8651223073259775,42.72037892221456,35.39391391549978,4.768663,125.59030995039359,115.97413638936224,121.45848519729175
261.81504160690673,4.848316675538017,43.42786006164385,38.337105170901495,4.75446,119.81271518883217,113.41166075512315,130.46426487543732
273.5117728661242,4.925626667296248,44.50966399313499,38.614851612912496,4.471152,124.62382946998898,122.50882209995183,139.57972202996615
318.579055925238,5.195422257668453,42.64718912701181,38.31815668247095,3.7141416,155.3762560594195,143.11214552634254,166.9370094851669
284.39788518830636,4.994664165255976,44.916247674476764,41.03273156157788,4.205278,127.02472494547116,126.653908964983,156.1109794670191
233.9485055342154,4.649255119909295,67.00372585556586,21.619715671604588,5.322393,68.23762363018666,160.7868365827823,69.22534095452829
274.6800064037076,4.933165754992876,65.9340659428369,22.964737461692984,4.3276186,86.76099674798634,194.2664339471793,90.15686646004944
230.82493515485174,4.62547918963431,65.64570136111908,25.629240264642128,5.3858685,69.03340153600406,152.5065181240621,80.31126878181091
317.7412874736903,5.190764579989114,65.08826068541218,27.35040948810144,3.5921497,104.15342579873716,224.2590211212625,127.89867654117518
220.0691001340793,4.541073246874387,73.19654537768743,27.89733865437767,5.438722,46.976782911907925,155.56071297859512,86.02917441096011
285.47789086642763,5.001368679975322,77.90967095770287,29.90347020028328,3.827557,47.43711232074846,221.45672701579284,130.25024674293616
240.1447170588321,4.695494095569609,76.06074721104441,30.49450671603564,4.7416997,43.77589896577735,176.37195571687712,107.0197994959215
214.7078521648242,4.497447549651353,70.33252610996236,28.61485777050332,5.7090597,51.751572019983605,144.79548585473262,83.8876352558349
266.4187053595,4.879149224851114,72.30362062490293,31.436915178765656,4.249081,61.037712589179236,191.298164815431,122.74641483972937
216.5580901427649,4.512625253673251,72.32959776912293,32.588038265780554,5.489715,46.587644729190984,146.2391599405922,98.10980954255339
250.98014478237403,4.77355716180659,62.70759999422974,26.4807985544509,4.880635,84.09239761863488,162.9790748472105,91.36062624988189
257.5645506338572,4.8193642535964525,61.7514381847838,29.00134411387584,4.699437,88.08501668369058,163.94405787176632,103.16770668542499
285.6702152148061,5.002559939899067,65.04143879504805,31.953118041361908,4.02953,88.85092895418379,190.9017817069288,131.33670085372833
261.9439878187486,4.849187635237701,63.24347725083158,32.53264612761351,4.511818,84.12507416443484,166.85382581824646,119.19365336053318
285.1563633968612,4.999375340456398,62.74589525637774,33.58673479472904,4.0557466,94.06026974231287,182.59716107436054,136.39873241388534
276.41840034092013,4.944325171061649,66.52667039849447,31.43835979592758,4.174142,81.4177303372742,187.48657201654862,124.95525339917323
231.46806135662428,4.630400719853798,66.15632281287863,33.9594008536612,5.184232,64.67543269754718,146.3366061948754,107.75083299037571
214.95675095627513,4.499496890732676,66.12159470822793,34.13060587867179,5.7178383,58.60169993194208,132.37692851652028,98.12821085219997
223.25165989655832,4.566470511603207,70.46076682853362,38.279744726887806,5.218932,50.305980007375915,141.75115841173985,118.70274569246786
294.3956366492332,5.05577846787469,65.1025267220552,34.56669459662401,3.8543189,89.94478082514429,193.79182068421994,147.202445825211
345.66948648389945,5.3397823811768745,79.54421715459993,33.37089798909463,3.0438216,49.79139482598227,269.8122254842045,180.7125056981931
208.17951843305838,4.442829885528976,79.7501911241683,33.74826565641256,5.4857016,26.97101020456934,149.1544817633644,101.27146984716738
248.59097536467124,4.756638191807218,80.00383649956103,33.958038947874506,4.404306,32.69010900205693,185.46744038617305,126.82715525134249
225.4896838930796,4.584114356933105,81.71373538951386,33.262206646038834,4.9116516,24.53510144673935,168.46472255367857,111.66740422568422
298.70686848430427,5.081494280626055,81.9120102569552,34.47570666443864,3.5326593,32.83168064299499,231.03457503228003,160.23530986885964
205.45844542422856,4.419557170367815,81.7033615125611,34.39177706308032,5.4932413,21.676463897093587,148.6478115822982,102.82610005247143
241.40200663377237,4.704730838470818,81.72624348489516,35.45722285946666,4.498024,26.059438614097765,179.20554949329218,128.96662483132562
238.34939416301518,4.682220487299887,81.18666402083214,36.19990613138619,4.570244,27.053097723721873,174.4837437780019,129.2281868457875
309.3580382321271,5.143468744243318,81.16308634193963,37.38530042174584,3.3881304,36.026914056708165,231.7320968245807,179.2056196738947
215.45796547768634,4.503616516025389,74.0836946922179,36.16852123898096,5.393958,41.04296292138468,143.92697330469784,109.41172104688002
